Customer ID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,PurchaseSpan,PurchaseRate,ActivityScore,Cluster,ClusterName
12346.0,165,11,372.86,3.5523826299793617,26,196,0.05612244897959184,120.54400000000001,-1,Outliers
12347.0,3,2,1323.32,6.49626203813563,70,37,0.05405405405405406,529.5279999999999,-1,Outliers
12348.0,74,1,222.16,5.407889002977328,20,1,1.0,74.46400000000001,0,At Risk
12349.0,43,3,2671.14,6.792770823644193,90,181,0.016574585635359115,1061.056,1,Champions
12351.0,11,1,300.93,5.710195202428391,21,1,1.0,118.57200000000002,0,At Risk
12352.0,11,2,343.8,5.152713392689245,18,16,0.125,136.12000000000003,1,Champions
12353.0,44,1,317.76,5.764438468529547,20,1,1.0,118.70400000000001,0,At Risk
12355.0,203,1,488.21000000000004,6.192791845141295,22,1,1.0,155.08400000000003,0,At Risk
12356.0,16,3,3562.25,7.080377167948766,68,44,0.06818181818181818,1422.9,-1,Outliers
12357.0,24,2,12079.99,8.706324012460861,165,1,2.0,4827.996,-1,Outliers
12358.0,11,3,2719.01,6.810513568305841,52,356,0.008426966292134831,1086.604,1,Champions
12359.0,61,6,2563.36,6.059652650411425,110,308,0.01948051948051948,1015.5440000000001,1,Champions
12360.0,15,5,1590.83,5.765711343611664,74,276,0.018115942028985508,635.332,1,Champions
12361.0,98,3,321.35,4.683210890990955,14,220,0.013636363636363636,110.14000000000001,1,Champions
12362.0,374,1,130.0,4.875197323201151,1,1,1.0,-22.4,0,At Risk
12366.0,269,1,500.24,6.217085028297085,3,1,1.0,146.696,0,At Risk
12368.0,264,1,917.6999999999999,6.822959627277421,18,1,1.0,314.67999999999995,0,At Risk
12369.0,49,3,1791.15,6.3936743624954735,90,228,0.013157894736842105,707.8600000000001,1,Champions
12370.0,260,3,774.62,5.5576256843119705,33,44,0.06818181818181818,259.048,1,Champions
12371.0,45,3,2179.42,6.589577343161916,91,235,0.01276595744680851,863.9680000000001,1,Champions
12373.0,260,2,763.0500000000001,5.946794010607877,31,49,0.04081632653061224,254.02000000000004,1,Champions
12374.0,57,3,2246.29,6.61975760117667,47,166,0.018072289156626505,888.3160000000001,1,Champions
12376.0,25,2,503.15,5.531708234313796,11,28,0.07142857142857142,197.06,1,Champions
12377.0,17,2,1798.2,6.802505868263039,75,208,0.009615384615384616,716.6800000000001,1,Champions
12378.0,198,1,1407.7,7.250422572266261,82,1,1.0,523.88,0,At Risk
12379.0,58,2,767.98,5.953217359924479,37,112,0.017857142857142856,296.392,1,Champions
12380.0,101,7,6951.49,6.901807626712235,119,197,0.03553299492385787,2763.1960000000004,1,Champions
12385.0,15,1,1938.4,7.570133925870445,65,1,1.0,772.7600000000001,-1,Outliers
12386.0,2,1,258.9,5.560296941647445,8,1,1.0,103.56,-1,Outliers
12387.0,51,1,143.94,4.976319863681136,9,1,1.0,47.775999999999996,0,At Risk
12388.0,81,2,1120.45,6.330121894634532,36,136,0.014705882352941176,432.7800000000001,1,Champions
12389.0,38,3,1433.33,6.171234239552859,41,253,0.011857707509881422,566.932,1,Champions
12391.0,100,5,2312.53,6.138819329905943,159,198,0.025252525252525252,907.0120000000002,1,Champions
12392.0,227,1,234.75000000000003,5.462771921513567,7,1,1.0,48.90000000000002,0,At Risk
12393.0,18,2,816.85,6.014753736335932,38,46,0.043478260869565216,323.94,1,Champions
12395.0,7,4,2048.64,6.240587687381139,83,231,0.017316017316017316,819.6560000000001,1,Champions
12396.0,310,1,931.43,6.837794081676172,65,1,1.0,310.972,0,At Risk
12399.0,21,3,853.65,5.654417145110872,40,259,0.011583011583011582,338.46000000000004,1,Champions
12400.0,50,1,205.25,5.32908902521479,11,1,1.0,72.50000000000001,0,At Risk
12402.0,28,5,1031.3,5.333974043756071,40,277,0.018050541516245487,408.91999999999996,1,Champions
12403.0,157,1,591.6600000000001,6.3846208787485486,4,1,1.0,205.66400000000004,0,At Risk
12404.0,318,1,63.24,4.162626069638506,1,1,1.0,-37.903999999999996,0,At Risk
12406.0,35,3,2975.06,6.9004150721230495,44,297,0.010101010101010102,1184.2240000000002,1,Champions
12408.0,21,3,1452.22,6.18430008225664,41,112,0.026785714285714284,577.888,1,Champions
12409.0,56,4,12346.619999999999,8.035167182105283,125,144,0.027777777777777776,4929.048000000001,1,Champions
12410.0,138,1,320.38,5.772624223613607,14,1,1.0,100.95200000000003,0,At Risk
12411.0,45,1,346.9,5.8519150821578965,22,1,1.0,130.16,0,At Risk
12412.0,38,3,1370.05,6.126177533042766,50,137,0.021897810218978103,541.62,1,Champions
12413.0,38,1,241.35,5.490382962291385,13,1,1.0,89.34000000000002,0,At Risk
12414.0,99,3,390.0,4.875197323201151,9,1,3.0,137.39999999999998,-1,Outliers
12415.0,11,7,19543.84,7.934863382187072,169,152,0.046052631578947366,7818.136,1,Champions
12416.0,292,1,202.56,5.315960801720632,11,1,1.0,23.024,0,At Risk
12417.0,46,11,3167.81,5.666366919103903,144,323,0.034055727554179564,1262.324,1,Champions
12418.0,49,3,1352.62,6.113401904570589,61,216,0.013888888888888888,532.4480000000001,1,Champions
12419.0,21,2,503.01,5.531431050499556,23,27,0.07407407407407407,197.80400000000003,1,Champions
12421.0,51,2,291.56,4.9889348671169165,18,90,0.022222222222222223,107.224,1,Champions
12422.0,30,14,4428.24,5.759856703095905,109,327,0.04281345565749235,1770.896,1,Champions
12423.0,23,2,763.08,5.946833222962388,38,78,0.02564102564102564,301.432,1,Champions
12424.0,58,2,1579.07,6.67270993144421,59,125,0.016,620.828,1,Champions
12425.0,84,1,964.21,6.872345694244244,55,1,1.0,369.284,0,At Risk
12426.0,298,1,762.48,6.6378869291616915,47,1,1.0,245.792,0,At Risk
12427.0,7,1,303.5,5.718671087149952,10,1,1.0,120.4,0,At Risk
12429.0,1,5,3735.51,6.617539332314165,70,180,0.027777777777777776,1496.0040000000001,-1,Outliers
12431.0,9,13,4370.52,5.820657976120856,131,320,0.040625,1751.6080000000004,1,Champions
12433.0,2,5,7205.39,7.273840407921528,163,110,0.045454545454545456,2883.7560000000003,-1,Outliers
12434.0,17,1,297.29,5.698066167660092,20,1,1.0,115.91600000000001,0,At Risk
12435.0,32,4,6096.04,7.329756246397062,68,340,0.011764705882352941,2433.616,1,Champions
12437.0,31,21,7731.99,5.91131141667141,216,341,0.06158357771260997,3094.9960000000005,1,Champions
12439.0,318,2,1158.18,6.363183263916264,69,43,0.046511627906976744,400.47200000000004,1,Champions
12440.0,98,2,859.2,6.065179584930263,21,255,0.00784313725490196,324.88000000000005,1,Champions
12441.0,2,1,173.55,5.162211233551045,11,1,1.0,69.42,-1,Outliers
12443.0,368,1,485.31,6.186846280636522,21,1,1.0,120.92400000000002,0,At Risk
12445.0,56,1,301.58000000000004,5.7123457053166895,20,1,1.0,109.83200000000002,0,At Risk
12449.0,46,2,768.6,5.954022251632112,10,28,0.07142857142857142,299.0400000000001,1,Champions
12450.0,35,3,490.32,5.102545762029678,25,75,0.04,190.328,1,Champions
12451.0,99,3,3634.36,7.1004011340984485,147,66,0.045454545454545456,1435.1440000000002,1,Champions
12454.0,31,4,13151.44,8.09829627915357,9,25,0.16,5255.9760000000015,-1,Outliers
12455.0,81,4,3413.09,6.7502502295423055,121,276,0.014492753623188406,1350.636,1,Champions
12457.0,71,1,632.68,6.451544095156025,22,1,1.0,239.27200000000002,0,At Risk
12458.0,63,2,830.09,6.030793427487901,44,60,0.03333333333333333,320.23600000000005,1,Champions
12459.0,241,1,454.36,6.121088314901487,23,1,1.0,133.94400000000002,0,At Risk
12460.0,92,1,326.65,5.791945965485506,18,1,1.0,112.66,0,At Risk
12466.0,318,1,56.73,4.055776969072842,1,1,1.0,-40.508,0,At Risk
12467.0,59,1,132.8,4.896346147694128,9,1,1.0,41.72,0,At Risk
12468.0,162,3,2941.2,6.888980123655803,102,156,0.019230769230769232,1145.28,1,Champions
12469.0,158,2,3070.54,7.337112679509904,76,14,0.14285714285714285,1197.4160000000002,-1,Outliers
12470.0,325,1,211.95,5.3610573963692225,23,1,1.0,20.180000000000007,0,At Risk
12471.0,10,49,20139.739999999998,6.021060004116607,159,358,0.13687150837988826,8073.496,1,Champions
12472.0,5,13,11308.48,6.769507727799111,312,356,0.03651685393258427,4527.592,1,Champions
12474.0,14,13,5048.66,5.964500414260103,197,288,0.04513888888888889,2021.864,1,Champions
12475.0,45,1,426.26,6.057392727222088,25,1,1.0,161.90400000000002,0,At Risk
12476.0,32,12,7298.99,6.412227324702438,225,105,0.11428571428571428,2917.996,1,Champions
12477.0,35,3,7056.63,7.763535632513823,209,223,0.013452914798206279,2816.852,1,Champions
12480.0,35,3,2183.2200000000003,6.591317015443623,79,108,0.027777777777777776,867.4880000000002,1,Champions
12481.0,1,6,6765.07,7.028654934411211,139,241,0.024896265560165973,2708.2280000000005,1,Champions
12482.0,212,29,23691.4,6.70679488638941,42,77,0.37662337662337664,9445.760000000002,-1,Outliers
12483.0,14,11,2635.6,5.483135803540579,35,298,0.03691275167785235,1055.8400000000001,1,Champions
12484.0,119,6,1828.43,5.722729616303151,110,197,0.030456852791878174,709.9720000000001,1,Champions
12485.0,165,1,708.1,6.563996560309951,34,1,1.0,250.64,0,At Risk
12486.0,67,1,1037.28,6.945320776868279,49,1,1.0,401.91200000000003,0,At Risk
12487.0,366,1,285.29999999999995,5.657040212104069,2,1,1.0,41.31999999999999,0,At Risk
12490.0,14,11,4405.71,5.995255081220511,117,360,0.030555555555555555,1763.8840000000002,1,Champions
12492.0,39,1,452.0,6.115892125483034,22,1,1.0,173.4,0,At Risk
12494.0,1,3,626.77,5.346742384694694,28,210,0.014285714285714285,251.708,1,Champions
12495.0,276,1,357.4,5.881649681100775,17,1,1.0,88.16000000000001,0,At Risk
12496.0,256,2,54.09,3.3338103629603,10,1,2.0,-28.764,-1,Outliers
12497.0,36,2,5205.400000000001,7.864688789318309,30,244,0.00819672131147541,2075.7600000000007,-1,Outliers
12499.0,196,1,393.72,5.9781766527810465,27,1,1.0,118.68800000000003,0,At Risk
12500.0,71,8,1697.39,5.362107560883937,61,238,0.03361344537815126,667.9560000000001,1,Champions
12503.0,220,1,1126.0,7.027314514039777,2,1,1.0,406.8,-1,Outliers
12504.0,53,2,297.0,5.0072963928307415,8,179,0.0111731843575419,109.0,1,Champions
12505.0,44,1,955.2,6.862967096192003,42,1,1.0,373.68,0,At Risk
12507.0,220,1,539.25,6.292031995386996,28,1,1.0,172.10000000000002,0,At Risk
12510.0,95,7,4195.45,6.397512818476727,85,276,0.025362318840579712,1661.98,1,Champions
12511.0,64,1,3084.02,8.034313419300645,190,1,1.0,1221.2080000000003,-1,Outliers
12514.0,277,1,580.08,6.364888441004682,33,1,1.0,177.03200000000004,0,At Risk
12516.0,66,2,1336.56,6.506202507693888,38,168,0.011904761904761904,522.2239999999999,1,Champions
12519.0,112,1,385.7,5.957649198613251,22,1,1.0,132.28,0,At Risk
12523.0,10,12,2582.38,5.3761961962638924,105,357,0.03361344537815126,1035.752,1,Champions
12524.0,24,9,6640.39,6.6050558227829805,65,280,0.03214285714285714,2654.956,1,Champions
12525.0,134,3,973.73,5.785597968988838,56,149,0.020134228187919462,363.892,1,Champions
12527.0,130,2,386.8,5.2699178920263385,13,34,0.058823529411764705,129.52000000000004,1,Champions
12529.0,164,1,316.48,5.760414824222675,21,1,1.0,94.19200000000001,0,At Risk
12530.0,51,5,2096.98,6.041197124209671,66,227,0.022026431718061675,830.592,1,Champions
12531.0,322,1,1807.98,7.500518429502227,110,1,1.0,659.192,0,At Risk
12533.0,263,2,1367.89,6.529338543067849,63,110,0.01818181818181818,495.356,1,Champions
12537.0,44,1,732.94,6.598427281404094,43,1,1.0,284.776,0,At Risk
12538.0,14,1,276.5,5.625820933186489,13,1,1.0,108.20000000000002,0,At Risk
12539.0,86,3,5646.400000000001,7.540692335143056,127,265,0.011320754716981131,2242.5600000000004,1,Champions
12540.0,14,16,8854.25,6.317869537559555,171,353,0.0453257790368272,3545.3,1,Champions
12542.0,120,2,481.88,5.4886897615317025,39,156,0.01282051282051282,169.55200000000002,1,Champions
12543.0,84,1,980.25,6.888827269096618,43,1,1.0,375.7,0,At Risk
12547.0,136,1,175.78,5.174906021632801,13,1,1.0,43.512,0,At Risk
12549.0,211,6,1575.68,5.57448338303857,38,121,0.049586776859504134,590.472,1,Champions
12553.0,21,2,916.47,6.129562061612992,39,37,0.05405405405405406,363.18800000000005,1,Champions
12554.0,84,1,468.5,6.1516682986483175,26,1,1.0,171.0,0,At Risk
12555.0,318,1,129.23,4.869302117979612,1,1,1.0,-11.508000000000003,0,At Risk
12557.0,7,4,6725.18,7.427914211599198,15,351,0.011396011396011397,2690.272,-1,Outliers
12562.0,21,2,1185.18,6.386188845350083,33,49,0.04081632653061224,470.6720000000001,1,Champions
12563.0,44,1,249.24,5.522420457356946,13,1,1.0,91.29600000000002,0,At Risk
12567.0,3,7,4308.58,6.424076860261333,146,299,0.023411371237458192,1725.632,1,Champions
12568.0,280,1,70.0,4.2626798770413155,5,1,1.0,-27.6,0,At Risk
12570.0,318,1,77.52,4.3633533694082605,1,1,1.0,-32.19200000000001,0,At Risk
12573.0,17,4,556.87,4.943194788494221,83,83,0.04819277108433735,220.948,1,Champions
12575.0,93,2,622.8199999999999,5.744316427696492,34,69,0.028985507246376812,231.328,1,Champions
12576.0,28,3,826.89,5.62268087321916,51,133,0.022556390977443608,326.356,1,Champions
12577.0,17,5,995.9499999999999,5.299266915583625,144,354,0.014124293785310734,396.98,1,Champions
12578.0,21,2,1847.94,6.82976130455405,53,58,0.034482758620689655,735.776,1,Champions
12580.0,212,1,637.2,6.4586517138441435,34,1,1.0,212.88000000000002,0,At Risk
12582.0,58,2,1469.04,6.600577732057918,79,155,0.012903225806451613,576.8159999999999,1,Champions
12583.0,9,13,7166.0599999999995,6.313974376790008,87,359,0.036211699164345405,2869.8239999999996,1,Champions
12586.0,10,3,1865.73,6.43440204607248,76,348,0.008620689655172414,745.4920000000001,1,Champions
12588.0,35,3,743.88,5.517292240990027,27,198,0.015151515151515152,291.752,1,Champions
12589.0,57,6,4048.98,6.515941565126804,100,267,0.02247191011235955,1610.592,1,Champions
